,id_tei,lcnaf_uri,organization_name,other_names,date_founded,date_dissolved,associated_places,org_type,bio_notes,data_notes,see_also,citations,notes
,meetcropw,,Cropwell Friends meeting,,1787,,,Local meeting,"In 1787, Cropwell's indulged meeting for worship was established under Evesham Preparative Meeting and was overseen by Upper Evesham Monthly Meeting after 1793. The Cropwell Preparative Meeting was established in 1794, ultimately becoming a monthly meeting in 1982.",,pym,http://trilogy.brynmawr.edu/speccoll/mm/cropwpm.xml,
,meetdanby,,Danby Friends meeting,,1784,,"Granville, Washington County, New York",Local meeting,"Danby Preparative Meeting was established in Granville, New York before 1784 from Easton Monthly Meeting. Danby Monthly Meeting was established in 1795.",,nyym,quakermeetings.com,
,fridarby,,Darby Friends meeting,,1684,,"Darby, Delaware County, Pennsylvania",Local meeting,"Darby Monthly Meeting, located in Darby, Pennsylvania, was established in 1684 by Chester Quarterly Meeting of Friends out of Chester Monthly Meeting.",,pym,http://trilogy.brynmawr.edu/speccoll/mm/darbymm.xml,
,meetdartm,,Dartmouth  Friends meeting,,1699,,,Local meeting,The first meetinghouse was built in 1699; a new one was erected in 1790. Part of the Rhode Island Quarterly Meeting of Friends. Various preparative meetings established in 18th century. In 1788 it came under the care of Sandwich Monthly Meeting. Meetings at Apponegansett were well-attended. ,,neym,http://www.snfm.org/History.html;https://en.wikipedia.org/wiki/Apponegansett_Meeting_House;http://theusgenweb.org/ri/washington/SK/SKFriends1.html;http://archiver.rootsweb.ancestry.com/th/read/QUAKER-ROOTS/2006-11/1163921988,
,meetdeerc,,Deer Creek Friends meeting,,1760,,,Local meeting,"Nottingham Quarterly Meeting of Friends established Deer Creek Monthly Meeting in 1760 for Friends who had difficulty traveling to the Nottingham Monthly Meeting. From 1806-1949 it was held alternately at Deer Creek and Fawn, as well as Broad Creek starting in 1844.",,bym,http://trilogy.brynmawr.edu/speccoll/bym/deecrmm.xml,
,delaware,http://id.loc.gov/authorities/subjects/sh85036546,Delaware indians,Lenape;Lenni Lenape;Linapi;Esopus,,,,Indian group,"Also known as Lenape, Esopus, Munsee. Algonquian-speaking. The Delaware were a collection of bands inhabiting the regions of New Jersey, Lower Hudson Valley, and the Delaware Valley Watershed. Their three main populations had earlier broken into three different clans, each friendly with the others and even expected to intermarry. The Delaware had an early 17th century exposure to Dutch traders, but the resulting fur trade aggravated power balances, sparked tribal wars, and induced settler violence. There Iroquois were a particular enemy at this time. By the time of the Penn Treaty in 1682, the Lenape were much reduced in terms of power and population. The displacement and consolidation of their tribes continued throughout the fraudulent Walking Purchase (1737) by the Pennsylvania government, as well as the 1758 Treaty of Easton, which put an end to the Lenape's involvement in French and Indian War by relocating them to Ohio. Around this time, the Moravians began to missionize among the Lenape. Some tribe members moved to live with the Brotherton Indians in Oneida County, New York, who eventually settled in Wisconsin.",,brotherton,https://en.wikipedia.org/wiki/Lenape ; http://www.penntreatymuseum.org/americans.php,
,meetduckc,,Duck Creek Friends meeting,,1704,,,Local meeting,"In 1704, Chester Quarterly Meeting of Friends allowed a meeting for worship at Duck Creek in central Delaware, near the town of Smyrna. In 1705 or 1706 a Monthly Meeting there was set off from Newark (Kennett).
",,pym,http://nc-chap.org/church/quaker/standingDH3crop.pdf,
,meetduck,,Ducktrap Friends meeting,,,,,Local meeting,"Joshua Evans held a small meeting at Ducktrap in 1795, within fourteen miles of Penobscot, Maine. ",,neym,https://books.google.com/books?id=V4E4AQAAMAAJ&pg=Pennsylvania370&lpg=Pennsylvania370&dq=ducktrap+quakers&source=bl&ots=stlHbk8Vqb&sig=zNew York1XxFIxQCq7EJe9yE4qBxbNXE&hl=en&sa=X&ved=0ahUKEwiV4ovGnfHNAhWEPj4KHeh7C884ChDoAQgqMAM#v=onepage&q=ducktrap%20quakers&f=false,
,dunkers,,Dunkers,,1708,,,Religious group,"The Schwarzenau Brethren, or German Baptist Brethren, (called Dunkers, Dunkards, or Tunkers in the United States) were a product of the Radical Pietism movement of the 17th/18th centuries. They abandoned Reformed and Lutheren churches and established a new church in 1708 under the leadership of Alexander Mack. They were originally from Germany. From 1719-1733, most moved to America, primarily around the area of Germantown, Pennsylvania. In 1732, the Seventh Day Dunker offshoot settled at Ephrata, Pennsylvania, and in 1814 were incorporated as the Seventh Day German Baptist Church.",,,https://en.wikipedia.org/wiki/Schwarzenau_Brethren,
,dutch,,New Netherlands,New Amsterdam,,,,Government,"The Dutch territory of New Netherland was mostly centered in what are now the Mid-Atlantic States, as well as parts of Pennsylvania and Rhode Island. As the colony was originally a business venture focused on the fur trade, significant settlement did not occur and relations with the nearby Algonquian peoples were generally friendly. In 1624 the colony officially became a Dutch province, and 30 families were landed there to maintain the international (European) land claim. The colony began to flourish in 1647 under the leadership of Petrus Stuyvesant and his relaxed trading and land ownership policies, but in 1664 New Amsterdam was forced to surrender to an English fleet because its citizens did not feel adequately protected by the Dutch government. Stuyvesant, however, negotiated for the inhabitants’ continued right to religious freedom. English occupation was finalized by the 1667 Treaty of Breda. The Dutch later recaptured New Amsterdam in 1673 and renamed the city “New Orange,” but were subsequently bankrupted and forced conclude the war by ceding their territory through the Treaty of Westminster. The colony was known for its traditions of relative religious tolerance and economic pragmatism, which informed the policies of later local governments.","The organizational type, ""government,"" includes governmental bodies and other agents of the government like elected or appointed officials and members of the military.",nystate,https://en.wikipedia.org/wiki/New_Netherland,
,meeteastc,,East Caln Friends meeting,,1716,,,Local meeting,"An indulged meeting at East Caln was established in Chester County, Pennsylvania, in 1716 under the care of Concord Monthly Meeting. The preparative meeting there was allowed later that year and a meeting house was built on John Mendenhall's land.",,pym,http://www.oldcalnmeetinghouse.org/history.htm ; http://downingtownfriendsmeeting.org/oldcaln.htm,
,meetehart,,East Hartford Friends meeting,,1788,,,Local meeting,"Hartford's first Quakers emigrated from New York and established a meeting in the Connecticut area in 1788. Joshua Evans held a meeting for worship in what he described as East Hartford in 1795. In 1800, Friends established a preparative meeting under the Oblong Monthly Meeting, around which time they built a Meeting House and school in West Hartford. ",,nyym;meethartf,https://www.quakercloud.org/cloud/pages/hartford-meeting-history,
,meethoosi,,East Hoosick Friends meeting,East Hoosack;Hoosack;Husick,1774,,"Adams, Berkshire County, Massachusetts",Local meeting,"East Hoosack Preparative Meeting was established 1774 in Adams, Massachusetts under Nine Partners Monthly Meeting, then from Easton (Saratoga) Monthly Meeting. Many members came from Smithfield Monthly Meeting in Rhode Island. East Hoosack Monthly Meeting was established 1783.",,nyym,quakermeetings.com,
,eastmeet,,Easton Friends meeting,,1776,,"Easton, Washington County, New York",Local meeting,"Saratoga Preparative Meeting was established from Nine Partners Monthly Meeting in Easton, New York in 1776. A monthly meeting was established in 1778. In 1795 the name changed from Saratoga Monthly Meeting to Easton Monthly Meeting.",,nyym,quakermeetings.com,
,eel,,Eel River indians,Eal;Eel River Tribe,,,,Indian group,"An Algonquian-speaking people who lived along a Wabash River tributary in northwestern Indiana in the late 18th century. They were first documented in 1765, at which point their population was (and would remain) considered small, both by Europeans and even through their own admission. They fought against the United States until the Battle of Fallen Timbers in 1794. The Eel River people were a subgroup of the Miami Tribe, which they formally joined in 1805. The famous military leader Little Turtle - an instrumental participant in the Northwest Indian Wars - is descended from their ranks. The Eel River were granted separate status from the Miami in 1847, which allowed them to remain in Indiana while the larger tribe relocated west.",,miami,CD;http://www.eelrivertribe.com/ ; http://www.okhistory.org/publications/enc/entry.php?entry=EE001,
,meetelk,,Elklands Friends meeting,,1804,,,Local meeting,"Located in Northeastern Pennsylvania along the Genesee Road in what is today Sullivan County. Indulged by the Muncy Monthly Meeting. Its first meeting was in 1804 at the home of Jesse Haines. A separate Meeting House was built 1805. In 1809 the Muncy Monthly meeting closed the Elklands group, but revived it in 1815. A second Meeting House was built in nearby Shunk in 1831. ",,pym,http://www.rootsweb.ancestry.com/~pasulliv/SullivanCountyHistoricalSociety/Elkland.htm,
,meetelkri,,Elkridge Friends meeting,,1747,,,Local meeting,Elkridge Preparative Meeting was established in 1747 under Gunpowder Monthly Meeting. In 1799 the meeting became part of Baltimore Monthly Meeting.,,bym,http://trilogy.brynmawr.edu/speccoll/bym/elkripm.xml#series3,
,episc,,Episcopalian Church,,,,,Religious group,"Formally established in Philadelphia in 1789, the Episcopalian Church was the successor to (and close associate of) the Church of England in the American colonies. The Church of England was beset by two major difficulties: that no bishop was sent to the colonies, thus preventing ordainment of new priests and confirmation of new laymen; and that Anglican clergymen were required by oath to fight against the patriots in the Revolutionary War, and subsequently forced to relocate to loyalist Canada. To resolve this difficulty William White, the chaplain of the Continental Congress, proposed that congregations form an American church that continued the traditions of but were otherwise separate from the Church of England, and in 1787 White was consecrated by English bishops as the bishop of Pennsylvania. In the 19th century the church expanded westward. ",,,https://www.britannica.com/topic/Episcopal-Church-in-the-United-States-of-America,
