done_or_not,id_tei,lcnaf_uri,last_name,first_name,middle_name,display_name,other_names,birth_date,death_date,birth_place,death_place,gender,affiliations,bio_notes,data_notes,citations,notes,PYM index,Possible Duplication or other correction needed
done,jbers1,,Berson,Jacob,,Jacob Berson,,,,,,m,friends;bym,Collected contributions for the Indians for Baltimore Yearly Meeting in 1795.,,,,,
done,sbett1,,Bettle,Samuel,,Samuel Bettle,,1774,1861,phila,,m,friends;meetphila,"The Bettle family were prominent 19th century Quaker merchants in Philadelphia. Samuel Bettle, Sr., was Clerk of Philadelphia Yearly Meeting for 14 years, including at the time of the Separation in 1827. Helped to found Haverford School (now College).His son, Samuel Bettle, Jr., was also a Quaker minister.",,Hinshaw; DQB,,,
done,dbeul1,,Beulah,,,Dr. Beulah,,,,,,m,review,Hosted Sarah Emen in 1825 in Philadelphia.,,,,,
,jbeve1,,Beven,Joseph,,Joseph Bevin,Joseph Beven,,,,,m,review,"Lived north of Bath, NY in 1794, about 6 or 7 miles from the head of Canandaigua Lake.",,,,,
,wbeve1,,Beven,William,,William Beven,,,,,,m,review,"Lived 23 miles or so north of Bath, New York in 1794.",,,,,
done,jbian1,,Bianson,Joseph,,Joseph Bianson,,,,,,m,friends;bym,Collected contributions for the Indians for Baltimore Yearly Meeting in 1795.,,,,,
done,jbidd1,,Biddle,John,,John Biddle,,,1815,,,m,friends;meetphila;pymind,"Appointed to the Indian Committee of PYM, lives in Philadelphia. Invloved at least from 1797 to 1804. John Biddle, son of Owen and Sarah Biddle of Philadelphia, married Elizabeth Canby at Wilmington in 1796. He died in 1815 in Philadelphia at the age of 53.",,Hinshaw;Hazard,,"3, 155, 242, etc",
done,obidd1,,Biddle,Owen,,Owen Biddle,,1737,1799,,phila,m,friends;meetphila;pymsufferings;freeq,Appointed to the Meeting for Sufferings of Philadelphia Yearly Meeting. 1792-95. Son of Sarah Owen and John Biddle. Married Sarah Parke. Philadelphia clock and watch maker. Founding member of Free Quakers. Disowned by Philadelphia Monthly Meeting for war efforts; acknowledged in 1783.,,"https://en.wikipedia.org/wiki/Owen_Biddle,_Sr.; Drinker",,,
done,bfire1,,Big Fire,,,Big Fire,,,,,,m,sxntns,Signed Remonstrance of Chiefs (1837),,,,,
done,bkett1,,Big Kettle,,,Kam-au-ja-uana,,,,,,m,sxntns;seneca,Signed Remonstrance of Chiefs (1837),,1826 treaty,,,
done,abill1,,Billingham,Allan,,Allan Billingham,,,,,,m,brit,Captain in 24th British Regiment. Remembered by William Hartshorne for civilities in Detroit,,,,x,
done,sbirc1,,Birch,Squire,,Squire Birch,,,,,,m,,"Owned mill near Chippaway Creek, Upper Canada",,,,,
done,abird1,,Bird,Ann,,Ann Bird,,1798,1831,,,f,friends,,,Hinshaw,Daughter of jbird1,,
done,ebird1,,Bird,Elizabeth,,Elizabeth Bird,Elizabeth Byrd,,1849,,,f,friends;meetmer,At Merion Meeting in 1805; probably the wife of Joseph Bird,,Hinshaw,Wife of jbird1,,
done,jbird1,,Bird,Joseph,,Joseph Bird,Joseph Byrd,,1838,,nycit,m,friends;meetny;meetnails;meetfalm;meetshrew,"Received by New York Monthly Meeting from Nailsworth & Falmouth in 1785. Married Elizabeth Lawrence daughter of Richard & Alice Lawrence, in 1791 at Shrewsbury. Died in New York in 1838. Member of committee concerning Indian welfare.",,Hazard,Husband of ebird1;father of abird1,,
done,hbish1,,Bishop,Harry,,Harry Bishop,,,,,,m,review,Son of Nathan and Lucy Bishop,,,,,
done,lbish2,,Bishop,Liman,,Liman Bishop,,,,,,m,review,Son of Nathan and Lucy Bishop,,,,,
done,lbish1,,Bishop,Lucy,,Lucy Bishop,,,1855,,,f,friends;meetwestm,"Wife of Nathan Bishop, Lucy Bishop became a Friend in 1819 at Westmoreland Meeting. She died in 1855.",,Hazard,,,
done,mbish1,,Bishop,Maria,,Maria Bishop,,,,,,f,friends;meetwestm,"Daughter of Nathan and Lucy Bishop. Became a member of Friends ""by request"" in 1824 at Westmoreland Meeting.",,Hazard,,,
done,nbish1,,Bishop,Nathan,,Nathan Bishop,,1774,1854,,newha,m,friends,"Nathan Bishop became a Quaker ""by request"" in 1817. He was born in 1774 and died in 1854 in New Hartford, Oneida County, New York. He was married to Lucy Bishop.",,Hazard,,,
done,jbisk1,,Biskeyhead,Jesse,,Unaduti,Jesse Bushyhead;Jesse Biskeyhead,1804,1844,,,m,cherokee;baptists,"Baptist preacher, chief justice of Cherokee Nation",,https://en.wikipedia.org/wiki/Jesse_Bushyhead,,,
done,eblac1,,Black,Ezra,,Ezra Black,,,,,,m,review;meetshrew;meetmarlb1,Subscriber for raising money for Indian Affairs at NYYM in 1806 at Shrewsbury. Ezra Black was the husband of Rosina Black who became a member of Friends at Shrewsbury in 1804.,,Hazard,,,
done,cblac1,,Black Chief,,,Black Chief,,,,,,m,sxntns;seneca,Signed Remonstrance of Chiefs (1837),,,,,
done,jblac2,,Blacksmith,Jacob,,Aghwistonisk,Jacob Blacksmith,,,,,m,sxntns;oneida,Chief at South Settlement. Signed letter to Philadelphia Quakers about General Council.,,,,,
done,jblac1,,Blacksnake,Jacob,,Ty-wau-eash,Jacob Blacksnake,,,,,m,sxntns;seneca,"Chief, signed Remonstrance of Chiefs (1837).",Not the same as Governor Blacksnake: signed petition together at the Cattaraugus Council House in Erie County in 1846,1826 treaty,,,
done,jblak1,,Blake,John,,John Blake,,,,,,m,brit,Captain in 24th British Regiment; served in Detroit.,,,,,
done,wblak1,,Blakey,William,,William Blakey,,1739,1822,middl,,m,friends;meetmiddl;fallmm,"Traveled with Isaac Coates, signed letter from PYM to Six Nations. William Blakey, son of Joshua and Sarah, was a member of Middletown and married Elizabeth Watson at Falls in 1792. A great traveller in visiting Friends meetings.",,Hinshaw; DQB,,"1, 45, 43, etc",
done,sblat1,,Blatchford,Samuel,,Samuel Blatchford,,1767,1828,,,m,normis,"English minister who moved to the US in 1795. President of Northern Missionary Society. The Northern Missionary Society was formed in 1797 as an auxiliary to the New York Missionary Society ""to send the Gospel to the frontier settlements and among Indian tribes."" Signed letter to NYYM Indian Committee.",,http://www.wisconsinhistory.org/turningpoints/search.asp?id=1665,,,
done,bblee1,,Bleeker,Barent,,Barent Bleeker,,1760,1841,,,m,,Lived in Albany recipient of letter from Thomas Eddy.,,http://www.findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=95621020,,,
done,blind,,Blind Chief,,,Blind Chief,,,,,,m,wyandot,Wyandot chief,,,,,
done,gblou1,,Blount,,,Governor Blount,,1749,1800,,,m,usag,,,https://en.wikipedia.org/wiki/William_Blount,,,
done,bleye1,,Blue Eyes,,,Uan-eae-ga,Hau-neh-hoy's-oh;Blue Eyes,,,,,m,sxntns;seneca,,,1826 treaty; 1838 treaty,,260,
done,bsky1,,Blue Sky,,,Blue Sky,,,,,,m,tonaw,"Chief at Tonnewanta, signed Remonstrance of Chiefs and 2 letters to NYYM.",,,,,
done,jblun1,,Blunt,Joseph,,Joseph Blunt,,,,,,m,brit,Captain in 24th British Regiment,,,,,
done,jboga1,,Bogardus,Jacob,,Jacob Bogardus,Jacob Bogarder,1750,1839,coxs,greenv,m,review,"Resided in Catskill, NY. Born in Coxsakie and died in Greenville, New York",,"History of Greene County, New York, with biographical sketches of its most prominent men (1884), p.295",,,
done,abogg1,,Bogg,Alexander,,Alexander Bogg,,,,,,m,review,"Lived along Pigeon Creek, lodged Joshua Sharples in 1798.",,,,,
done,jbona1,http://id.loc.gov/authorities/names/n85811080,Bonaparte,Jerome,,Jerome Bonaparte,Jérôme Bonaparte;King of Westphalia,1784,1860,,,m,french,Married William Patterson's daughter.,,https://en.wikipedia.org/wiki/J%C3%A9r%C3%B4me_Bonaparte,,,
,jbond1,,Bond,Joseph,,Joseph Bond,,,,,,m,friends;bym;bymindian;meetfairf;meethope,"Member of Baltimore Yearly Meeting's Indian Committee.in 1795. A Joseph Bond, sone of Samuel and Thamazin, married Elizabeth Moore at Fairfax in 1794. He was a member of Hopewell Meeting.",,Hinshaw,,,
done,pbond1,,Bond,Phineas,,Phineas Bond,,1749,1815,phila,lond,m,brit,"British Consul at Philadelphia from 1787 until 1812. Born in Philadelphia in 1749, he was educated in London and was a Tory during the Revolution. Son of Phineas and Whilliamina Moore Bond. Died in London.",,"The Journal of the American-Irish Historical Society, Volume 15; Drinker",,,
done,hbone1,,Boner,Henry,,Henry Boner,,,,,,m,review,"Wrote pamplet about guineas and paper currency, praised by Thomas Eddy.",,,,,
done,ibons1,,Bonsal,Isaac,,Isaac Bonsal,,1765,1831,,richm2,m,friends;pymind,"Isaac Edward Bonsall (1765-1831) was a prominent Philadelphia Quaker who devoted his life to work with the Indians of Western New York, Pennsylvania, and Ohio, and to caring for the mentally ill. Bonsall was born on October 31, 1765 and married three times: Mercy Milhouse, Mary Newbold, and Ann Paul. He ran the Friends Hospital for the mentally ill between 1817 and 1823. Bonsall was a Quaker minister and was active with the Committee of Indian Affairs of the Philadelphia Yearly Meeting. ",Journals at the Clements Library.,http://quod.lib.umich.edu/c/clementsmss/umich-wcl-M-953bon?view=text,,"155, 242, 357, etc",
,jboon1,,Boon,John,,John Boon,,,,,,m,friends;pym;pymsufferings,Appointed by Philadelphia Yearly Meeting to committee to unite with Meeting for Sufferings in 1792,,,,,
done,hboot1,,Booth,Henry,,Henry Booth,,,,,,m,review,"The Liverpool and Manchester Railway Company was founded on 24 May 1823. It was established by Henry Booth, who became its secretary and treasurer.",,https://en.wikipedia.org/wiki/Liverpool_and_Manchester_Railway,,,
done,bbord1,,Borden,Benjamin,,Benjamin Borden,,1766,1848,shrew,shrew,m,friends;meetshrew,"Member of Shrewsbury Monthly Meeting. Probably the son of Richard and Hannah Tilton Boden, born in Shrewsbury in 1766 and died about 1848 aged 82.",,Hazard,,,
done,jbord1,,Borden,John,,John Borden,,,1836,shrew,shrew,m,friends;meetshrew,Member of Shrewsbury Monthly Meeting. Died at Shrewsbury in 1836.,,Hazard,,,
done,tbord1,,Borden,Thomas,,Thomas Borden,,1760,1848,shrew,shrew,m,friends;meetshrew,"Member of Shrewsbury Monthly Meeting. Probably born in 1760, son of Richard and Hannah Tilton Borden. Died in 1848.",,Hazard,,,
done,eboud1,,Boudinot,Elias,,Elias Boudinot,,1740,1821,phila,burli,m,presby;usag,President of American Bible Society and commissary of prisoners in Monmouth,,https://en.wikipedia.org/wiki/Elias_Boudinot,,,
done,bove1,,Bovear,,,Bovear,,,,,,m,review,Lived about 18 miles from Pittsburgh. Lodged some of Isaac Coates's company (1799).,,,,,
done,mbowe1,,Bowers,Michael,,Michael Bowers,,,,,,m,review,Michael Bower's wife was the daughter of Cornelius Lane. Resided in Pennsylvania between Muncy and Chester County.,,,,,
done,hbowm1,,Bowman,Henry,,Henry Bowman,,1767,1832,,merio,m,friends;meethorsh;meetrad,"Henry Bowman transferred his membership from Horsham to Radnor in 1797. He married Tabitha Rowland in 1804 in Delaware. Bowman procured situations for slaves that were sent to Pennsylvania by his brother-in-law, Joshua Rowland.",,,,,
done,ebown1,,Bowne,Elizabeth,,Elizabeth Bowne,,,1836,,nycit,f,friends;nymindian,Active in NYYM Indian Committee between 1808 and 1811. Probably the wife of rbown1.,,Hinshaw,,,
done,gbown1,,Bowne,George,,George Bowne,,,1797,,nycit,m,friends;meetny,"Probably the George Bowne, son of George, whose death is recorded in New York Monthly Meeting in 1797.",,Hinshaw,,,
done,rbown1,,Bowne,Robert,,Robert Bowne,,1744,1818,,nycit,m,friends;meetny,"Robert Bowne returned to New York Monthly Meeting in 1783 with his wife, ebown1, and children. He died in New York in 1818 at the age of 74. Appointed as recipient for NYYM funds towards project with Indians; appointed to visit Mountakind and Shinecock tribes; signed letter to Onondaga tribe (1797). Abolitionist.",,Hinshaw; Drinker,,,
done,sbown1,,Bowne,Samuel,,Samuel Bowne,,1767,1803,,nycit,m,friends,"Samuel Bowne, probably the son of Samuel and Abigail who was born in New York in 1767 and died in 1803. ",,Hinshaw,,,
done,wbown1,,Bowne,William,,William Bowne,,1771,1824,flush2,flush2,m,friends;meetflush,"William Bowne, son of WIllet and Deborah of Flushing, married Mary Robbins in 1794. He died in Flushing in 1824. ",,Hazard,,,
,abrad1,,Bradbury,Abraham,,Abraham Bradbury,,,,,,m,friends;purmm;meetfarmi,"Abraham Bradbury, son of Abraham and Phebe, marries Elizabeth Underhill at Purchase in 1808.He had emmigrated from England in 1800. The family moved a number of times, but were in Farmington before 1818.",,Hazard,,,
done,ebrad1,,Braddock,Edward,,General Edward Braddock,,1710,1755,,,m,brit,British general Defeated at 1755 Battle of Monongahela,,https://en.wikipedia.org/wiki/Edward_Braddock,,,
done,gbrad1,,Bradshaw,George,,George Bradshaw,,,,,,m,review,"Lived in Newark, across from Ft. Niagara.",,,,,
done,rbrad1,,Bradshaw,Robert,,Robert Bradshaw,,1722,1794,,dubli,m,friends,"Friend in Ireland; lived in Newtonards, held meeting at his house. ",,http://www.bradshaw-ulster.co.uk/FamilyTrees/FT-Robert1722Milecross.htm,,,
done,jbrad1,,Brady,John,,John Brady,,,,,,m,review,"Tavern owner in Milton, hosted Rachel Cooper in 1805.",,,,,
done,abran1,,Brand,Abraham,,Abraham Brand,,,,,,m,onondaga,Onondaga chief.,,,,,
done,wbran1,,Brandt,William,,William Brandt,,,,,,m,tuscarora,"Chief, lives in village near Detroit, educated at Dartmouth College. ",Probably the same as cbran1; Joseph Brant and his sons Jacob and Joseph went to Dartmouth.,,,,
done,cbran1,http://id.loc.gov/authorities/names/n80051078,Brant,Joseph,,Thayendanegea,Captain Brandt;Joseph Brant,1743,1807,,burli3,m,sxntns;mohawk,"Mohawk chief, from Grand River, brother of Captain Keasy",,https://en.wikipedia.org/wiki/Joseph_Brant,Brother of ,,
,ipray1,,Brayton,Isaac,,Isaac Brayton,,,,,,m,review,"Innkeeper, three miles from Fort Schuyler.",,,,,
done,dbree1,,Breed,Daniel,,Daniel Breed,,1769,1852,,,m,friends,"Resident in Unity, New Hampshire, in 1825. Born In Lynn, Massachusetts, in 1769, son of Zephaniah and Ruth. Married three times.  ",,Ancestry,,,
done,lbree1,,Breed,Lydia,,Lydia Breed,,,,,,f,review,"Quaker, lived near Weare, New Hampshire.",,,,,
,mbree1,,Breed,Mariam,,Mariam Breed,,,,,,f,friends,Resident of Boston in 1825.,,,,,
done,pbree1,,Breed,Peace,,Peace Breed,,1798,1847,,,f,friends;meetweare,"Daughter of Stephen and Lydia Dow, born 1798 in Weare, New Hampshire. Married Stephen Penn Breed. Died in 1847 in Illinois. Weare Monthly Meeting. In 1825 living in Concord, New Hampshire.",,Weare MM records,Wife of sbree1.,,
done,sbree1,,Breed,Stephen,,Stephen Breed,,1796,1871,,,m,friends,"Son of Enoch and Martha Breed, born in 1796 and died in 1871 in Illinois. In 1825 living in Concord, New Hampshire.",,Weare MM records,Husband of pbree1.,,
done,abree1,,Breese,Arthur,,Arthur Breese,,,,,,m,review;usag,"Arthur Breese moved in 1793 to Whitestown (now Whitesboro), New York, near the headwaters of the Mohawk River. He later became clerk of the Supreme Court of Western New York.",,http://founders.archives.gov/documents/Madison/01-15-02-0202,,,
done,hbrev1,,Brevoort,Henry,,Commodore Brevoort,,,1857,,,m,review,Naval officer in the War of 1812. Gerard Hopkins sailed on his ship in 1804.,,"History of Detroit: a chronicle of its progress, its industries ..., Volume 2, by Paul Leake",,,
done,ibrig1,,Briggs,Isaac,,Isaac Briggs,,1763,1825,haver,,m,friends,"Isaac Briggs (1763-1825) was an American engineer, surveyor and manufacturer. He was one of many chief engineers of the Erie Canal in New York and served as a chief engineer in Virginia on the James River and Kanawha Canal.",,https://en.wikipedia.org/wiki/Isaac_Briggs,,,
done,wbrig1,,Briggs,Walter,,Walter Briggs,,,,,,m,review,"A ""friendly man"", lived near Duanesburg and Mohawk River. Allowed Joshua Evans a meeting in his home.",,,,,
done,jbrig1,,Brightman,John,,John Brightman,,,,,,m,review,Friend of Joshua Evans. Lived near Otego.,,,,,
done,jbring1,https://lccn.loc.gov/n87926555,Bringhurst,Joseph,,Joseph Bringhurst,,1767,1834,phila,wilmi,m,friends,Born in Philadelphia; moved to Wilmington where established medical practice and drugstore in 1793; active in public affairs; postmaster between 1802-1820; m. Deborah Ferris (1773-1844),,Hinshaw;Hazard,,,
done,jbrin1,,Brintnell,Joseph,,Joseph Brintnall,Joseph Brintnell,1772,1866,sudbu,troy,m,friends;meettroy,"Member of Troy Monthly Meeting. Born in 1772 in Sudbury, Massachusetts, son of Paul and Dorothy Brintnall. Died at age 94 in Troy.",,Hazard,,,
done,wbrin1,,Brinton,William,,William Brinton,,1759,1842,,,m,friends;meetsads,"Probably the WIlliam Brinton, son of Moses and Elinor, who was born in 1759. Member of Sadsbury Meeting. Married Lydia Ferree in 1785. Died in 1842, aged 83, and buried at Lampeter.",,,,,
done,mbris1,,Bristol,Moses,,Moses Bristol,,1790,1869,,buffa,m,review,"Born in Oneida County, New York. Came to Buffalo in 1822 and became a member of the Erie County Medical Society in 1823. Died in 1869.",,"History of the City of Buffalo and Erie County: With ..., Volume 2",,,
done,wbrit1,,Britts,Widow,,Widow Britts,,,,,,f,,"Lives in Camden County, NC. Joshua Evans held a meeting in her house (1796).",,,,,
